rubbish -->,http://www.sec.gov/xxx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,132,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,27,1000634,0.0025,,,1000634,Group 1,3500007191,1,1,0,27,9,,,,,,2,0,0,,27,,,120000,,20120620,594000,0.0325,120,120,20120801,27,1,0,0,,559788.84,0.0325,5804.51,20130101,0,,27,,,,,,,,,,,27,,,,,,,,,,,27,,,,,,,,0,,332,27,2,,0,,30,33,7.75,1,20120928,,27,,,,,,734,691,,2,,27,,,,,,,,0,,,27,14000,19250,0,0,33250,33250,1,5,,3,27,,4,,1065835.42,9843.33,0.254539,,,0,27,LAIE,HI,96762,1,1,,980000,3,20120314,27,,,,,,,,0.7285,0.6061,0,0,0,27,,,,,,,,,,,27,,,,,,,,,,30,27,33,97120,20220701,14000,0,0,19250,27,0,0,Full,Two Years,Two Months
,28,1000634,0.0025,,,1000634,Group 1,3500007192,2,1,0,28,9,,,,,,2,0,0,,28,,,0,,20120523,876000,0.04375,360,360,20120701,28,1,120,0,,876000,0.04375,3193.75,20130101,0,39,28,45,0.0225,3,0.00125,120,0.05,0.05,12,0.02,0.02,28,0.09375,0.0225,,,,,,,,,28,,,,,,,,0,,189,28,1,,0,,57,,37,1,20120928,,28,,,,,,812,787,,2,,28,,,,,,,,0,,,28,24330,0,9767.58,0,24330,34097.58,0,5,,3,28,,4,,97978.16,8316.06,0.233118,,,0,28,Truckee,CA,96161,1,1,,2400000,3,20120418,28,,,,,,,,0.365,0.365,0,0,0,28,,,,,,,,,,,28,,,,,,,,,,57,28,,0,20420601,1456.22,0,0,0,28,0,0,Full,Two Years,Two Months
,29,1000634,0.0025,,,1000634,Group 1,3500007199,2,1,0,29,9,,,,,,2,0,0,,29,,,70000,,20120803,523500,0.03875,360,360,20121001,29,1,120,0,,523500,0.03875,1690.47,20130101,0,39,29,45,0.0225,3,0.00125,120,0.05,0.05,12,0.02,0.02,29,0.08875,0.0225,,,,,,,,,29,,,,,,,,0,,296,29,1,,0,,31,,17,1,20120928,,29,,,,,,773,777,,2,,29,,,,,,,,0,,,29,9501,896,3216.17,0,10397,13613.17,1,5,,3,29,,4,,313766.08,4813.21,0.318551,,,0,29,TAHOE CITY,CA,96145,1,1,,895000,3,20120627,29,,,,,,,,0.6631,0.5849,0,0,0,29,,,,,,,,,,,29,,,,,,,,,,31,29,,70000,20420901,6284.74,0,0,0,29,0,0,Full,Two Years,Two Months
,30,1000634,0.0025,,,1000634,Group 1,3500007203,2,1,0,30,9,,,,,,1,0,0,,30,,,0,,20120622,700000,0.04125,360,360,20120801,30,1,120,0,,700000,0.04125,2406.25,20130101,0,39,30,45,0.0225,3,0.00125,120,0.05,0.05,12,0.02,0.02,30,0.09125,0.0225,,,,,,,,,30,,,,,,,,0,,498,30,2,,0,,2.3,3,5,1,20120928,,30,,,,,,751,732,,2,,30,,,,,,,,0,,,30,13109,5762,0,0,18871,18871,1,5,,3,30,,4,,328417.08,8044.14,0.262819,,,0,30,TAHOMA,CA,96142,1,1,,2220000,3,20120509,30,,,,,,,,0.3153,0.3153,0,0,0,30,,,,,,,,,,,30,,,,,,,,,,22,30,30,0,20420701,14166.66,-1058.08,0,5762,30,0,0,Full,Two Years,Two Months
,31,1000634,0.0025,,,1000634,Group 1,3500007204,2,1,0,31,7,,,,,,2,0,0,,31,,,0,,20120808,1015000,0.03875,360,360,20121001,31,1,120,0,,1015000,0.03875,3277.6,20130101,0,39,31,45,0.0225,3,0.00125,120,0.05,0.05,12,0.02,0.02,31,0.08875,0.0225,,,,,,,,,31,,,,,,,,0,,491,31,2,,0,,2,6,0,1,20120928,,31,,,,,,722,681,,2,,31,,,,,,,,0,,,31,29611,3847,0,0,33458,33458,1,5,,3,31,,4,,136734.06,8775.36,0.301627,,,100,31,Chester,CA,96020,1,1,2915000,3104000,3,20120712,31,,,,,,,,0.3481,0.3481,0,0,0,31,,,,,,,,,,,31,,,,,,,,,,11,31,10,0,20420901,20000,9611,0,3847,31,0,0,Full,Two Years,Two Months
,32,1000634,0.0025,,,1000634,Group 1,3500007206,2,1,0,32,7,,,,,,2,0,0,,32,,,0,,20120601,700000,0.04,360,360,20120801,32,1,120,0,,699997.98,0.04,2333.33,20130101,0,39,32,45,0.0225,3,0.00125,120,0.05,0.05,12,0.02,0.02,32,0.09,0.0225,,,,,,,,,32,,,,,,,,0,,4,32,2,,0,,13,,0,1,20120928,,32,,,,,,712,716,,2,,32,,,,,,,,0,,,32,30942,0,0,0,30942,30942,1,5,,3,32,,4,,1074295.44,11485.05,0.312858,,,100,32,GRANITE BAY,CA,95746,7,1,1195000,1195000,3,20120508,32,,,,,,,,0.5857,0.5857,0,0,0,32,,,,,,,,,,,32,,,,,,,,,,13,32,,0,20420701,30942,0,0,0,32,0,0,Full,Two Years,Two Months
,33,1000634,0.0025,,,1000634,Group 1,3500007207,2,1,0,33,9,,,,,,1,0,0,,33,,,0,,20120605,757250,0.0425,360,360,20120801,33,1,120,0,,757250,0.0425,2681.93,20130101,0,39,33,45,0.0225,3,0.00125,120,0.05,0.05,12,0.02,0.02,33,0.0925,0.0225,,,,,,,,,33,,,,,,,,0,,161,33,3,,1,,17,1,6,1,20120928,,33,,,,,,707,695,,2,,33,,,,,,,,0,,,33,22429,0,0,0,22429,22429,1,5,,3,33,,4,,130179.99,10284.15,0.405312,,,0,33,Granite Bay,CA,95746,7,1,,1165000,3,20120425,33,,,,,,,,0.65,0.65,0,0,0,33,,,,,,,,,,,33,,,,,,,,,,31,33,1,0,20420701,22680,0,0,0,33,0,0,Full,Two Years,Two Months
,34,1000634,0.0025,,,1000634,Group 1,3500007210,2,1,0,34,7,,,,,,2,0,0,,34,,,0,,20120625,635000,0.04,360,360,20120801,34,1,0,0,,629464.53,0.04,3031.59,20130101,0,39,34,45,0.0225,3,0.00125,120,0.05,0.05,12,0.02,0.02,34,0.09,0.0225,,,,,,,,,34,,,,,,,,0,,288,34,0,,0,,12,,0,1,20120928,,34,,,,,,809,781,,2,,34,,,,,,,,0,,,34,16361,0,0,0,16361,16361,1,5,,3,34,,4,,360202,4119.7,0.249709,,,100,34,Granite Bay,CA,95746,1,1,935000,935000,3,20120604,34,,,,,,,,0.6791,0.6791,0,0,0,34,,,,,,,,,,,34,,,,,,,,,,12,34,,0,20420701,16360.82,0,0,0,34,0,0,Full,Two Years,Two Months
,35,1000634,0.0025,,,1000634,Group 1,3500007214,2,1,0,35,7,,,,,,1,4,0,,35,,,0,,20120706,600000,0.03625,360,360,20120901,35,1,0,0,,595352.96,0.03625,2736.31,20130101,0,39,35,45,0.0225,3,0.00125,120,0.05,0.05,12,0.02,0.02,35,0.08625,0.0225,,,,,,,,,35,,,,,,,,0,,320,35,2,,0,,18,12,0,1,20120928,,35,,,,,,802,775,,2,,35,,,,,,,,0,,,35,7939,3333,0,0,11272,11272,1,5,,3,35,,4,,1176829.99,4440.15,0.308439,,,100,35,LOOMIS,CA,95650,7,1,860000,860000,3,20120607,35,,,,,,,,0.6976,0.6976,0,0,0,35,,,,,,,,,,,35,,,,,,,,,,24,35,12,0,20420801,7939.25,0,0,3333.33,35,0,0,Full,Two Years,Two Months
,36,1000634,0.0025,,,1000634,Group 1,3500007216,2,1,0,36,9,,,,,,1,0,0,,36,,,0,,20120618,741500,0.035,360,360,20120801,36,1,0,0,,734446.97,0.035,3329.67,20130101,0,39,36,45,0.0225,3,0.00125,120,0.05,0.05,12,0.02,0.02,36,0.085,0.0225,,,,,,,,,36,,,,,,,,0,,283,36,1,,0,,15.1,0.9,0.8,1,20120928,,36,,,,,,801,794,,2,,36,,,,,,,,0,,,36,5542,17917,0,0,23459,23459,1,5,,3,36,,4,,177429.2,5329.88,0.241767,,,0,36,SEBASTOPOL,CA,95472,1,1,,940000,3,20120516,36,,,,,,,,0.7888,0.7888,0,0,0,36,,,,,,,,,,,36,,,,,,,,,,15,36,10,0,20420701,5541.66,0,0,17916.67,36,0,0,Full,Two Years,Two Months
,37,1000634,0.0025,,,1000634,Group 1,3500007217,2,1,0,37,7,,,,,,1,4,0,,37,,,0,,20120628,796000,0.03625,360,360,20120801,37,1,0,0,,782303.8,0.03625,3630.17,20130101,0,39,37,45,0.0225,3,0.00125,120,0.05,0.05,12,0.02,0.02,37,0.08625,0.0225,,,,,,,,,37,,,,,,,,0,,66,37,8,,0,,5.01,15.1,0,1,20120928,,37,,,,,,800,791,,2,,37,,,,,,,,0,,,37,12802,10194,0,0,22996,22996,1,5,,3,37,,4,,113909.06,5172.49,0.226516,,,100,37,Kenwood,CA,95452,1,1,995000,995000,3,20120615,37,,,,,,,,0.8,0.8,0,0,0,37,,,,,,,,,,,37,,,,,,,,,,20,37,11,0,20420701,12802.4,0,0,10193.73,37,0,0,Full,Two Years,Two Months
,38,1000634,0.0025,,,1000634,Group 1,3500007218,2,1,0,38,9,,,,,,2,0,0,,38,,,0,,20120612,707000,0.04,360,360,20120801,38,1,0,0,,700836.87,0.04,3375.33,20130101,0,39,38,45,0.0225,3,0.00125,120,0.05,0.05,12,0.02,0.02,38,0.09,0.0225,,,,,,,,,38,,,,,,,,0,,381,38,4,,0,,19,19,25,1,20120928,,38,,,,,,799,774,,2,,38,,,,,,,,0,,,38,19500,3600,0,0,23100,23100,1,5,,3,38,,4,,639270.09,10791.4,0.193835,,,0,38,GEYSERVILLE,CA,95441,1,1,,1325000,3,20120502,38,,,,,,,,0.5335,0.5335,0,0,0,38,,,,,,,,,,,38,,,,,,,,,,30,38,30,0,20420701,19500,0,0,3600,38,0,0,Full,Two Years,Two Months
,39,1000634,0.0025,,,1000634,Group 1,3500007219,2,1,0,39,7,,,,,,1,0,0,,39,,,0,,20120515,740000,0.0375,360,360,20120701,39,1,0,0,,731755.28,0.0375,3427.06,20130101,0,39,39,45,0.0225,3,0.00125,120,0.05,0.05,12,0.02,0.02,39,0.0875,0.0225,,,,,,,,,39,,,,,,,,0,,197,39,1,,0,,1.4,11.6,0,1,20120928,,39,,,,,,799,770,,2,,39,,,,,,,,0,,,39,13542,10417,0,0,23959,23959,1,5,,3,39,,4,,244776.02,7894.49,0.325687,,,100,39,SANTA ROSA,CA,95404,1,1,925000,950000,3,20120321,39,,,,,,,,0.8,0.8,0,0,0,39,,,,,,,,,,,39,,,,,,,,,,16,39,14,0,20420601,13541.66,0,0,10416.67,39,0,0,Full,Two Years,Two Months
,40,1000634,0.0025,,,1000634,Group 1,3500007220,2,1,0,40,7,,,,,,1,1,0,,40,,,0,,20120531,139000,0.03625,360,360,20120701,40,1,0,0,,137488.26,0.03625,633.91,20130101,0,39,40,45,0.0225,3,0.00125,120,0.05,0.05,12,0.02,0.02,40,0.08625,0.0225,,,,,,,,,40,,,,,,,,0,,154,40,1,,0,,8.1,,0,1,20120928,,40,,,,,,796,795,,2,,40,,,,,,,,0,,,40,16435,0,0,0,16435,16435,1,5,,3,40,,4,,67240.56,4343.77,0.285792,,,100,40,SAN JOSE,CA,95135,3,2,239000,240000,3,20120511,40,,,,,,,,0.5815,0.5815,0,0,0,40,,,,,,,,,,,40,,,,,,,,,,8.1,40,,0,20420601,7639,2468,6328,0,40,0,0,Full,Two Years,Two Months
,41,1000634,0.0025,,,1000634,Group 1,3500007221,2,1,0,41,7,,,,,,1,0,0,,41,,,0,,20120625,577500,0.03625,360,360,20120801,41,1,0,0,,571320.61,0.03625,2633.7,20130101,0,39,41,45,0.0225,3,0.00125,120,0.05,0.05,12,0.02,0.02,41,0.08625,0.0225,,,,,,,,,41,,,,,,,,0,,464,41,3,,0,,22.4,20.4,0,1,20120928,,41,,,,,,795,773,,2,,41,,,,,,,,0,,,41,25981,13479,0,0,39460,39460,1,5,,3,41,,4,,898205.35,13680.78,0.260676,,,100,41,SAN JOSE,CA,95120,7,2,825000,825000,3,20120518,41,,,,,,,,0.7,0.7,0,0,0,41,,,,,,,,,,,41,,,,,,,,,,25,41,26,0,20420701,25981,0,0,13478.59,41,0,0,Full,Two Years,Two Months
,42,1000634,0.0025,,,1000634,Group 1,3500007222,2,1,0,42,7,,,,,,2,0,0,,42,,,0,,20120731,752000,0.03875,360,360,20121001,42,1,0,0,,747547.11,0.03875,3536.18,20130101,0,39,42,45,0.0225,3,0.00125,120,0.05,0.05,12,0.02,0.02,42,0.08875,0.0225,,,,,,,,,42,,,,,,,,0,,237,42,1,,0,,0.4,,0,1,20120928,,42,,,,,,793,753,,2,,42,,,,,,,,0,,,42,17500,0,0,0,17500,17500,1,5,,3,42,,4,,209480.87,5924.8,0.335355,,,100,42,SAN JOSE,CA,95120,1,1,940000,962500,3,20120705,42,,,,,,,,0.8,0.8,0,0,0,42,,,,,,,,,,,42,,,,,,,,,,21,42,,0,20420901,17500,0,0,0,42,0,0,Full,Two Years,Two Months
,43,1000634,0.0025,,,1000634,Group 1,3500007225,2,1,0,43,7,,,,,,2,4,0,,43,,,0,,20120518,960000,0.0425,360,360,20120701,43,1,0,0,,950642.71,0.0425,4722.62,20130101,0,39,43,45,0.0225,3,0.00125,120,0.05,0.05,12,0.02,0.02,43,0.0925,0.0225,,,,,,,,,43,,,,,,,,0,,305,43,1,,0,,20,16,0,1,20120928,,43,,,,,,789,727,,2,,43,,,,,,,,0,,,43,22763,500,0,0,23263,23263,0,5,,3,43,,4,,24159.07,9049.77,0.38289,,,100,43,La Selva Beach,CA,95076,7,1,1200000,1210000,3,20120409,43,,,,,,,,0.8,0.8,0,0,0,43,,,,,,,,,,,43,,,,,,,,,,20,43,,0,20420601,18000,0,0,0,43,0,0,Full,Two Years,Two Months
,44,1000634,0.0025,,,1000634,Group 1,3500007226,2,1,0,44,9,,,,,,2,0,0,,44,,,0,,20120730,552800,0.03625,360,360,20121001,44,1,0,0,,549380.02,0.03625,2521.05,20130101,0,39,44,45,0.0225,3,0.00125,120,0.05,0.05,12,0.02,0.02,44,0.08625,0.0225,,,,,,,,,44,,,,,,,,0,,285,44,1,,0,,5,,3,1,20120928,,44,,,,,,788,771,,2,,44,,,,,,,,0,,,44,11880,0,0,0,11880,11880,0,5,,3,44,,4,,203690.58,4170.24,0.400193,,,0,44,SARATOGA,CA,95070,7,1,,691000,3,20120705,44,,,,,,,,0.8,0.8,0,0,0,44,,,,,,,,,,,44,,,,,,,,,,17,44,,0,20420901,11880.48,0,0,0,44,0,0,Full,Two Years,Two Months
,45,1000634,0.0025,,,1000634,Group 1,3500007228,2,1,0,45,7,,,,,,2,4,0,,45,,,0,,20120508,885000,0.0425,360,360,20120701,45,1,0,0,,876373.71,0.0425,4353.67,20130101,0,39,45,45,0.0225,3,0.00125,120,0.05,0.05,12,0.02,0.02,45,0.0925,0.0225,,,,,,,,,45,,,,,,,,0,,473,45,4,,1,,0,23,0,1,20120928,,45,,,,,,787,750,,2,,45,,,,,,,,0,,,45,1045,53793,1045,0,54838,55883,1,5,,3,45,,4,,411152.25,22176.05,0.378881,,,100,45,Saratoga,CA,95070,1,3,1475000,1600000,3,20120411,45,,,,,,,,0.6,0.6,0,0,0,45,,,,,,,,,,,45,,,,,,,,,,,45,23,0,20420601,0,0,0,0,45,0,53020,Full,Two Years,Two Months
,46,1000634,0.0025,,,1000634,Group 1,3500007229,2,1,0,46,9,,,,,,2,4,0,,46,,,0,,20120608,560000,0.0375,360,360,20120801,46,1,0,0,,554899.6,0.0375,2593.45,20130101,0,39,46,45,0.0225,3,0.00125,120,0.05,0.05,12,0.02,0.02,46,0.0875,0.0225,,,,,,,,,46,,,,,,,,0,,185,46,3,,0,,40,,1.75,1,20120928,,46,,,,,,785,784,,2,,46,,,,,,,,0,,,46,38000,0,0,0,38000,38000,1,5,,3,46,,4,,542456.11,6276.08,0.16046,,,0,46,Saratoga,CA,95070,1,1,,700000,3,20120515,46,,,,,,,,0.8,0.8,0,0,0,46,,,,,,,,,,,46,,,,,,,,,,40,46,,0,20420701,27466,10362,0,0,46,0,0,Full,Two Years,Two Months
,47,1000634,0.0025,,,1000634,Group 1,3500007232,2,1,0,47,9,,,,,,1,4,0,,47,,,0,,20120731,605000,0.03375,360,360,20120901,47,1,0,0,,599905.56,0.03375,2674.68,20130101,0,39,47,45,0.0225,3,0.00125,120,0.05,0.05,12,0.02,0.02,47,0.08375,0.0225,,,,,,,,,47,,,,,,,,0,,129,47,1,,0,,7.2,,1,1,20120928,,47,,,,,,784,788,,2,,47,,,,,,,,0,,,47,12500,0,0,0,12500,12500,1,5,,3,47,,4,,121689.89,3180,0.256299,,,0,47,Los Gatos,CA,95032,1,1,,780000,3,20120621,47,,,,,,,,0.7756,0.7756,0,0,0,47,,,,,,,,,,,47,,,,,,,,,,7,47,,0,20420801,12500,0,0,0,47,0,0,Full,Two Years,Two Months
,48,1000634,0.0025,,,1000634,Group 1,3500007233,2,1,0,48,7,,,,,,2,0,0,,48,,,0,,20120712,1000000,0.035,360,360,20120901,48,1,0,0,,992085.06,0.035,4490.45,20130101,0,39,48,45,0.0225,3,0.00125,120,0.05,0.05,12,0.02,0.02,48,0.085,0.0225,,,,,,,,,48,,,,,,,,0,,312,48,1,,0,,8,,0,1,20120928,,48,,,,,,780,758,,2,,48,,,,,,,,0,,,48,73769,0,0,0,73769,73769,1,5,,3,48,,4,,371035.64,7506,0.101783,,,100,48,Los Gatos,CA,95030,1,1,1250000,1290000,3,20120531,48,,,,,,,,0.8,0.8,0,0,0,48,,,,,,,,,,,48,,,,,,,,,,8,48,,0,20420801,0,0,73769.36,0,48,0,0,Full,Two Years,Two Months
,49,1000634,0.0025,,,1000634,Group 1,3500007235,2,1,0,49,9,,,,,,2,0,0,,49,,,0,,20120619,810000,0.0375,360,360,20120801,49,1,0,0,,798470.03,0.0375,3751.24,20130101,0,39,49,45,0.0225,3,0.00125,120,0.05,0.05,12,0.02,0.02,49,0.0875,0.0225,,,,,,,,,49,,,,,,,,0,,131,49,2,,1,,1.7,,4,1,20120928,,49,,,,,,778,771,,2,,49,,,,,,,,0,,,49,12344,0,0,0,12344,12344,1,4,,3,49,,4,,298425.24,4655.66,0.377142,,,0,49,Los Gatos,CA,95030,1,1,,1020000,3,20120601,49,,,,,,,,0.7941,0.7941,0,0,0,49,,,,,,,,,,,49,,,,,,,,,,9,49,NA,0,20420701,12333,0,0,0,49,0,0,Full,Two Years,Two Months
,50,1000634,0.0025,,,1000634,Group 1,3500007238,2,1,0,50,9,,,,,,2,4,0,,50,,,0,,20120710,897500,0.03875,360,360,20120901,50,1,0,0,,890846.16,0.03875,4220.38,20130101,0,39,50,45,0.0225,3,0.00125,120,0.05,0.05,12,0.02,0.02,50,0.08875,0.0225,,,,,,,,,50,,,,,,,,0,,354,50,1,,0,,8,,1,1,20120928,,50,,,,,,777,779,,2,,50,,,,,,,,0,,,50,41636,29466,0,0,71102,71102,0,5,,3,50,,4,,285519.08,9413.19,0.172356,,,0,50,Campbell,CA,95008,7,1,,1150000,3,20120619,50,,,,,,,,0.7804,0.7804,0,0,0,50,,,,,,,,,,,50,,,,,,,,,,8,50,,0,20420801,41636,0,0,0,50,0,0,Full,Two Years,Two Months
,51,1000634,0.0025,,,1000634,Group 1,3500007244,2,1,0,51,9,,,,,,5,0,0,,51,,,0,,20120719,956000,0.0375,360,360,20120901,51,1,0,0,,948755.42,0.0375,4427.39,20130101,0,39,51,45,0.0225,3,0.00125,120,0.05,0.05,12,0.02,0.02,51,0.0875,0.0225,,,,,,,,,51,,,,,,,,0,,323,51,1,,1,,15,,15,1,20120928,,51,,,,,,773,781,,2,,51,,,,,,,,0,,,51,19208,0,0,0,19208,19208,1,5,,3,51,,4,,596066.44,6262.38,0.34233,,,0,51,APTOS,CA,95003,1,1,,1775000,3,20120628,51,,,,,,,,0.5385,0.5385,0,0,0,51,,,,,,,,,,,51,,,,,,,,,,30,51,,0,20420801,19208,0,0,0,51,0,0,Full,Two Years,Two Months
,52,1000634,0.0025,,,1000634,Group 1,3500007245,2,1,0,52,9,,,,,,1,0,0,,52,,,0,,20120727,928000,0.035,360,360,20120901,52,1,0,0,,920654.97,0.035,4167.13,20130101,0,39,52,45,0.0225,3,0.00125,120,0.05,0.05,12,0.02,0.02,52,0.085,0.0225,,,,,,,,,52,,,,,,,,0,,214,52,2,,1,,13.6,,12,1,20120928,,52,,,,,,773,717,,2,,52,,,,,,,,0,,,52,53382,0,0,0,53382,53382,1,5,,3,52,,4,,82184.39,12587.48,0.227973,,,0,52,San Anselmo,CA,94960,7,1,,1200000,3,20120628,52,,,,,,,,0.7733,0.7733,0,0,0,52,,,,,,,,,,,52,,,,,,,,,,13.5,52,,0,20420801,53382,0,0,0,52,0,0,Full,Two Years,Two Months
,53,1000634,0.0025,,,1000634,Group 1,3500007246,2,1,0,53,7,,,,,,1,0,0,,53,,,0,,20120712,841700,0.03375,360,360,20120901,53,1,0,0,,834892.63,0.03375,3721.12,20130101,0,39,53,45,0.0225,3,0.00125,120,0.05,0.05,12,0.02,0.02,53,0.08375,0.0225,,,,,,,,,53,,,,,,,,0,,180,53,2,,0,,0.7,0.8,0,1,20120928,,53,,,,,,773,758,,2,,53,,,,,,,,0,,,53,16299,8301,0,0,24600,24600,1,5,,3,53,,4,,180191.14,8805.57,0.220472,,,100,53,SAN ANSELMO,CA,94960,7,1,1052125,1076500,3,20120621,53,,,,,,,,0.8,0.8,0,0,0,53,,,,,,,,,,,53,,,,,,,,,,15,53,15,0,20420801,16299,0,0,8301,53,0,0,Full,Two Years,Two Months
,54,1000634,0.0025,,,1000634,Group 1,3500007248,2,1,0,54,7,,,,,,2,4,0,,54,,,0,,20120702,1000000,0.035,360,360,20120901,54,1,0,0,,991957.67,0.035,4490.45,20130101,0,39,54,45,0.0225,3,0.00125,120,0.05,0.05,12,0.02,0.02,54,0.085,0.0225,,,,,,,,,54,,,,,,,,0,,372,54,2,,1,,9,,0,1,20120928,,54,,,,,,771,773,,2,,54,,,,,,,,0,,,54,35112,0,0,0,35112,35112,1,5,,3,54,,4,,330267.27,5858.79,0.264646,,,100,54,NOVATO,CA,94945,1,1,1300000,1350000,3,20120606,54,,,,,,,,0.7692,0.7692,0,0,0,54,,,,,,,,,,,54,,,,,,,,,,16,54,,0,20420801,35112,0,0,0,54,0,0,Full,Two Years,Two Months
,55,1000634,0.0025,,,1000634,Group 1,3500007249,2,1,0,55,9,,,,,,5,0,0,,55,,,1000000,,20120612,800000,0.04,360,360,20120801,55,1,0,0,,793026.19,0.04,3819.32,20130101,0,39,55,45,0.0225,3,0.00125,120,0.05,0.05,12,0.02,0.02,55,0.09,0.0225,,,,,,,,,55,,,,,,,,0,,452,55,3,,0,,17,8,3,1,20120928,,55,,,,,,770,721,,2,,55,,,,,,,,0,,,55,110476,1667,0,0,112143,112143,1,5,,3,55,,4,,137283.3,18946.56,0.138627,,,0,55,Mill Valley,CA,94941,1,1,,3717000,3,20120504,55,,,,,,,,0.4842,0.2152,0,0,0,55,,,,,,,,,,,55,,,,,,,,,,20,55,8,1000000,20420701,35639,1666,0,0,55,0,0,Full,Two Years,Two Months
,56,1000634,0.0025,,,1000634,Group 1,3500007253,2,1,0,56,7,,,,,,2,4,0,,56,,,0,,20120613,1000000,0.03875,360,360,20120801,56,1,0,0,,991089.13,0.03875,4702.37,20130101,0,39,56,45,0.0225,3,0.00125,120,0.05,0.05,12,0.02,0.02,56,0.08875,0.0225,,,,,,,,,56,,,,,,,,0,,255,56,1,,0,,10,,0,1,20120928,,56,,,,,,767,762,,2,,56,,,,,,,,0,,,56,8333,16450,0,0,24783,24783,1,5,,3,56,,4,,84354.33,7707.02,0.284876,,,100,56,MILL VALLEY,CA,94941,1,1,1250000,1250000,3,20120529,56,,,,,,,,0.8,0.8,0,0,0,56,,,,,,,,,,,56,,,,,,,,,,10,56,15,0,20420701,8333,0,0,16450,56,0,0,Full,Two Years,Two Months
,57,1000634,0.0025,,,1000634,Group 1,3500007255,2,1,0,57,9,,,,,,1,1,0,,57,,,25000,,20120618,595000,0.04125,360,360,20120801,57,1,0,0,,589926.43,0.04125,2883.67,20130101,0,39,57,45,0.0225,3,0.00125,120,0.05,0.05,12,0.02,0.02,57,0.09125,0.0225,,,,,,,,,57,,,,,,,,0,,39,57,3,,1,,11,16,0,1,20120928,,57,,,,,,763,743,,2,,57,,,,,,,,0,,,57,10686,26058,0,0,36744,36744,1,5,,3,57,,4,,28654.57,13776.43,0.433494,,,0,57,LARKSPUR,CA,94939,3,2,,900000,3,20120516,57,,,,,,,,0.6888,0.6611,0,0,0,57,,,,,,,,,,,57,,,,,,,,,,20,57,16,25000,20420701,8485,0,0,26058,57,0,0,Full,Two Years,Two Months
,58,1000634,0.0025,,,1000634,Group 1,3500007257,2,1,0,58,7,,,,,,2,0,0,,58,,,0,,20120511,1400000,0.04375,360,360,20120701,58,1,0,0,,1386653.97,0.04375,6989.99,20130101,0,39,58,45,0.0225,3,0.00125,120,0.05,0.05,12,0.02,0.02,58,0.09375,0.0225,,,,,,,,,58,,,,,,,,0,,436,58,3,,1,,20,5,0,1,20120928,,58,,,,,,761,699,,2,,58,,,,,,,,0,,,58,11951,10671,437,0,22622,23059,1,5,,3,58,,4,,720894.77,9461.8,0.410311,,,100,58,TIBURON,CA,94920,1,1,2005000,2005000,3,20120410,58,,,,,,,,0.6982,0.6982,0,0,0,58,,,,,,,,,,,58,,,,,,,,,,20,58,5,0,20420601,11514,0,0,9752,58,0,0,Full,Two Years,Two Months
,59,1000634,0.0025,,,1000634,Group 1,3500007260,2,1,0,59,9,,,,,,1,4,0,,59,,,0,,20120524,945000,0.0325,360,360,20120701,59,1,0,0,,934037.96,0.0325,4112.7,20130101,0,39,59,45,0.0225,3,0.00125,120,0.05,0.05,12,0.02,0.02,59,0.0825,0.0225,,,,,,,,,59,,,,,,,,0,,438,59,2,,0,,3.1,2.1,18,1,20120928,,59,,,,,,753,753,,2,,59,,,,,,,,0,,,59,20000,8563,0,0,28563,28563,0,5,,3,59,,4,,533729.24,9654.29,0.346241,,,0,59,Kentfield,CA,94904,1,1,,2075000,3,20120426,59,,,,,,,,0.4554,0.4554,0,0,0,59,,,,,,,,,,,59,,,,,,,,,,25,59,20,0,20420601,20000,0,0,8563.25,59,0,0,Full,Two Years,Two Months
